,Close
2025-01-20 00:00:00+00:00,586.37354
2025-01-21 00:00:00+00:00,586.4358
2025-01-22 00:00:00+00:00,586.4972
2025-01-23 00:00:00+00:00,586.5579
2025-01-24 00:00:00+00:00,586.61786
2025-01-27 00:00:00+00:00,586.6769
2025-01-28 00:00:00+00:00,586.7352
2025-01-29 00:00:00+00:00,586.7927
2025-01-30 00:00:00+00:00,586.8496
2025-01-31 00:00:00+00:00,586.9055
2025-02-03 00:00:00+00:00,586.9609
2025-02-04 00:00:00+00:00,587.0154
2025-02-05 00:00:00+00:00,587.0693
2025-02-06 00:00:00+00:00,587.1224
2025-02-07 00:00:00+00:00,587.1748
2025-02-10 00:00:00+00:00,587.22656
2025-02-11 00:00:00+00:00,587.27765
2025-02-12 00:00:00+00:00,587.32794
2025-02-13 00:00:00+00:00,587.3777
2025-02-14 00:00:00+00:00,587.42676
2025-02-17 00:00:00+00:00,587.47516
2025-02-18 00:00:00+00:00,587.52295
2025-02-19 00:00:00+00:00,587.57007
2025-02-20 00:00:00+00:00,587.6166
2025-02-21 00:00:00+00:00,587.66254
2025-02-24 00:00:00+00:00,587.7077
2025-02-25 00:00:00+00:00,587.7525
2025-02-26 00:00:00+00:00,587.7965
2025-02-27 00:00:00+00:00,587.84
2025-02-28 00:00:00+00:00,587.8829
2025-03-03 00:00:00+00:00,587.92523
2025-03-04 00:00:00+00:00,587.96704
2025-03-05 00:00:00+00:00,588.0082
2025-03-06 00:00:00+00:00,588.0489
2025-03-07 00:00:00+00:00,588.08905
2025-03-10 00:00:00+00:00,588.12866
2025-03-11 00:00:00+00:00,588.1677
2025-03-12 00:00:00+00:00,588.20624
2025-03-13 00:00:00+00:00,588.2442
2025-03-14 00:00:00+00:00,588.28174
2025-03-17 00:00:00+00:00,588.3188
2025-03-18 00:00:00+00:00,588.3552
2025-03-19 00:00:00+00:00,588.39124
2025-03-20 00:00:00+00:00,588.42676
2025-03-21 00:00:00+00:00,588.4619
2025-03-24 00:00:00+00:00,588.49634
2025-03-25 00:00:00+00:00,588.5305
2025-03-26 00:00:00+00:00,588.56415
2025-03-27 00:00:00+00:00,588.5974
2025-03-28 00:00:00+00:00,588.6302
2025-03-31 00:00:00+00:00,588.66254
2025-04-01 00:00:00+00:00,588.6945
2025-04-02 00:00:00+00:00,588.7259
2025-04-03 00:00:00+00:00,588.757
2025-04-04 00:00:00+00:00,588.78754
2025-04-07 00:00:00+00:00,588.81775
2025-04-08 00:00:00+00:00,588.8476
2025-04-09 00:00:00+00:00,588.877
2025-04-10 00:00:00+00:00,588.906
2025-04-11 00:00:00+00:00,588.9346
2025-04-14 00:00:00+00:00,588.9628
2025-04-15 00:00:00+00:00,588.99066
2025-04-16 00:00:00+00:00,589.0181
2025-04-17 00:00:00+00:00,589.0452
2025-04-18 00:00:00+00:00,589.0719
2025-04-21 00:00:00+00:00,589.0983
2025-04-22 00:00:00+00:00,589.1244
2025-04-23 00:00:00+00:00,589.14996
2025-04-24 00:00:00+00:00,589.17535
2025-04-25 00:00:00+00:00,589.2002
2025-04-28 00:00:00+00:00,589.225
2025-04-29 00:00:00+00:00,589.2492
2025-04-30 00:00:00+00:00,589.2732
2025-05-01 00:00:00+00:00,589.2969
2025-05-02 00:00:00+00:00,589.3201
2025-05-05 00:00:00+00:00,589.3432
2025-05-06 00:00:00+00:00,589.36584
2025-05-07 00:00:00+00:00,589.38824
2025-05-08 00:00:00+00:00,589.41034
2025-05-09 00:00:00+00:00,589.4321
2025-05-12 00:00:00+00:00,589.45355
2025-05-13 00:00:00+00:00,589.4748
2025-05-14 00:00:00+00:00,589.4957
2025-05-15 00:00:00+00:00,589.51636
2025-05-16 00:00:00+00:00,589.5366
2025-05-19 00:00:00+00:00,589.55676
2025-05-20 00:00:00+00:00,589.5765
2025-05-21 00:00:00+00:00,589.596
2025-05-22 00:00:00+00:00,589.6153
2025-05-23 00:00:00+00:00,589.6342
2025-05-26 00:00:00+00:00,589.6531
2025-05-27 00:00:00+00:00,589.6715
2025-05-28 00:00:00+00:00,589.68976
2025-05-29 00:00:00+00:00,589.70764
2025-05-30 00:00:00+00:00,589.7254
2025-06-02 00:00:00+00:00,589.743
2025-06-03 00:00:00+00:00,589.76013
2025-06-04 00:00:00+00:00,589.77716
2025-06-05 00:00:00+00:00,589.7939
2025-06-06 00:00:00+00:00,589.81055
2025-06-09 00:00:00+00:00,589.82684
2025-06-10 00:00:00+00:00,589.843
2025-06-11 00:00:00+00:00,589.8588
2025-06-12 00:00:00+00:00,589.8746
2025-06-13 00:00:00+00:00,589.88995
2025-06-16 00:00:00+00:00,589.9052
2025-06-17 00:00:00+00:00,589.9202
2025-06-18 00:00:00+00:00,589.9351
2025-06-19 00:00:00+00:00,589.94977
2025-06-20 00:00:00+00:00,589.9641
2025-06-23 00:00:00+00:00,589.9784
2025-06-24 00:00:00+00:00,589.9924
2025-06-25 00:00:00+00:00,590.0062
2025-06-26 00:00:00+00:00,590.01996
2025-06-27 00:00:00+00:00,590.0334
2025-06-30 00:00:00+00:00,590.04663
2025-07-01 00:00:00+00:00,590.0598
2025-07-02 00:00:00+00:00,590.07275
2025-07-03 00:00:00+00:00,590.08545
2025-07-04 00:00:00+00:00,590.098
2025-07-07 00:00:00+00:00,590.11035
2025-07-08 00:00:00+00:00,590.12256
2025-07-09 00:00:00+00:00,590.1347
2025-07-10 00:00:00+00:00,590.14655
