,Close
2024-11-01 00:00:00+00:00,581.22205
2024-11-04 00:00:00+00:00,581.3563
2024-11-05 00:00:00+00:00,581.4832
2024-11-06 00:00:00+00:00,581.6075
2024-11-07 00:00:00+00:00,581.72955
2024-11-08 00:00:00+00:00,581.85
2024-11-11 00:00:00+00:00,581.9689
2024-11-12 00:00:00+00:00,582.08636
2024-11-13 00:00:00+00:00,582.2025
2024-11-14 00:00:00+00:00,582.3173
2024-11-15 00:00:00+00:00,582.4309
2024-11-18 00:00:00+00:00,582.5431
2024-11-19 00:00:00+00:00,582.65393
2024-11-20 00:00:00+00:00,582.7635
2024-11-21 00:00:00+00:00,582.87177
2024-11-22 00:00:00+00:00,582.9787
2024-11-25 00:00:00+00:00,583.0844
2024-11-26 00:00:00+00:00,583.1887
2024-11-27 00:00:00+00:00,583.2918
2024-11-28 00:00:00+00:00,583.39355
2024-11-29 00:00:00+00:00,583.494
2024-12-02 00:00:00+00:00,583.5934
2024-12-03 00:00:00+00:00,583.6914
2024-12-04 00:00:00+00:00,583.78815
2024-12-05 00:00:00+00:00,583.8837
2024-12-06 00:00:00+00:00,583.9781
2024-12-09 00:00:00+00:00,584.0713
2024-12-10 00:00:00+00:00,584.16327
2024-12-11 00:00:00+00:00,584.2541
2024-12-12 00:00:00+00:00,584.3438
2024-12-13 00:00:00+00:00,584.43225
2024-12-16 00:00:00+00:00,584.5197
2024-12-17 00:00:00+00:00,584.60596
2024-12-18 00:00:00+00:00,584.6911
2024-12-19 00:00:00+00:00,584.77515
2024-12-20 00:00:00+00:00,584.85815
2024-12-23 00:00:00+00:00,584.9401
2024-12-24 00:00:00+00:00,585.02094
2024-12-25 00:00:00+00:00,585.1009
2024-12-26 00:00:00+00:00,585.1796
2024-12-27 00:00:00+00:00,585.25745
2024-12-30 00:00:00+00:00,585.3342
2024-12-31 00:00:00+00:00,585.41003
2025-01-01 00:00:00+00:00,585.4848
2025-01-02 00:00:00+00:00,585.5587
2025-01-03 00:00:00+00:00,585.6316
2025-01-06 00:00:00+00:00,585.7035
2025-01-07 00:00:00+00:00,585.7746
2025-01-08 00:00:00+00:00,585.8446
2025-01-09 00:00:00+00:00,585.91394
2025-01-10 00:00:00+00:00,585.9822
2025-01-13 00:00:00+00:00,586.04956
2025-01-14 00:00:00+00:00,586.116
2025-01-15 00:00:00+00:00,586.18164
2025-01-16 00:00:00+00:00,586.24646
2025-01-17 00:00:00+00:00,586.3104
