,Close
2024-11-01 00:00:00+00:00,73.18548
2024-11-04 00:00:00+00:00,73.15165
2024-11-05 00:00:00+00:00,73.130196
2024-11-06 00:00:00+00:00,73.116295
2024-11-07 00:00:00+00:00,73.1073
2024-11-08 00:00:00+00:00,73.10152
2024-11-11 00:00:00+00:00,73.09787
2024-11-12 00:00:00+00:00,73.09562
2024-11-13 00:00:00+00:00,73.09432
2024-11-14 00:00:00+00:00,73.09364
2024-11-15 00:00:00+00:00,73.093376
2024-11-18 00:00:00+00:00,73.093376
2024-11-19 00:00:00+00:00,73.093544
2024-11-20 00:00:00+00:00,73.09381
2024-11-21 00:00:00+00:00,73.09414
2024-11-22 00:00:00+00:00,73.0945
2024-11-25 00:00:00+00:00,73.094864
2024-11-26 00:00:00+00:00,73.09524
2024-11-27 00:00:00+00:00,73.095604
2024-11-28 00:00:00+00:00,73.09596
2024-11-29 00:00:00+00:00,73.096306
2024-12-02 00:00:00+00:00,73.09664
2024-12-03 00:00:00+00:00,73.09697
2024-12-04 00:00:00+00:00,73.09729
2024-12-05 00:00:00+00:00,73.0976
2024-12-06 00:00:00+00:00,73.097916
2024-12-09 00:00:00+00:00,73.09822
2024-12-10 00:00:00+00:00,73.09852
2024-12-11 00:00:00+00:00,73.098816
2024-12-12 00:00:00+00:00,73.09911
2024-12-13 00:00:00+00:00,73.09941
2024-12-16 00:00:00+00:00,73.0997
2024-12-17 00:00:00+00:00,73.1
2024-12-18 00:00:00+00:00,73.10029
2024-12-19 00:00:00+00:00,73.10058
2024-12-20 00:00:00+00:00,73.10087
2024-12-23 00:00:00+00:00,73.10116
2024-12-24 00:00:00+00:00,73.10145
2024-12-25 00:00:00+00:00,73.10173
2024-12-26 00:00:00+00:00,73.10201
2024-12-27 00:00:00+00:00,73.102295
2024-12-30 00:00:00+00:00,73.10258
2024-12-31 00:00:00+00:00,73.10285
2025-01-01 00:00:00+00:00,73.103134
2025-01-02 00:00:00+00:00,73.10341
2025-01-03 00:00:00+00:00,73.10369
2025-01-06 00:00:00+00:00,73.10396
2025-01-07 00:00:00+00:00,73.10423
2025-01-08 00:00:00+00:00,73.10449
2025-01-09 00:00:00+00:00,73.10476
2025-01-10 00:00:00+00:00,73.10503
2025-01-13 00:00:00+00:00,73.10529
2025-01-14 00:00:00+00:00,73.10555
2025-01-15 00:00:00+00:00,73.10581
2025-01-16 00:00:00+00:00,73.106064
2025-01-17 00:00:00+00:00,73.10632
2025-01-20 00:00:00+00:00,73.106575
2025-01-21 00:00:00+00:00,73.10682
2025-01-22 00:00:00+00:00,73.10707
2025-01-23 00:00:00+00:00,73.107315
2025-01-24 00:00:00+00:00,73.10756
2025-01-27 00:00:00+00:00,73.107796
2025-01-28 00:00:00+00:00,73.10804
2025-01-29 00:00:00+00:00,73.10828
2025-01-30 00:00:00+00:00,73.10851
2025-01-31 00:00:00+00:00,73.10875
2025-02-03 00:00:00+00:00,73.10898
2025-02-04 00:00:00+00:00,73.10921
2025-02-05 00:00:00+00:00,73.109436
2025-02-06 00:00:00+00:00,73.109665
2025-02-07 00:00:00+00:00,73.109886
2025-02-10 00:00:00+00:00,73.110115
2025-02-11 00:00:00+00:00,73.11034
2025-02-12 00:00:00+00:00,73.11055
2025-02-13 00:00:00+00:00,73.11077
2025-02-14 00:00:00+00:00,73.110985
2025-02-17 00:00:00+00:00,73.1112
2025-02-18 00:00:00+00:00,73.11141
2025-02-19 00:00:00+00:00,73.11162
2025-02-20 00:00:00+00:00,73.11183
2025-02-21 00:00:00+00:00,73.11204
2025-02-24 00:00:00+00:00,73.11224
2025-02-25 00:00:00+00:00,73.11244
2025-02-26 00:00:00+00:00,73.11265
2025-02-27 00:00:00+00:00,73.11285
2025-02-28 00:00:00+00:00,73.113045
2025-03-03 00:00:00+00:00,73.11324
2025-03-04 00:00:00+00:00,73.113434
2025-03-05 00:00:00+00:00,73.11363
2025-03-06 00:00:00+00:00,73.11382
2025-03-07 00:00:00+00:00,73.11401
2025-03-10 00:00:00+00:00,73.114204
